Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17
Túrricse,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Tuzsér,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Türje,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Tüskevár,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Tyukod,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Udvar,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Udvari,Tolna megye,Tolna megye 3. számú egyéni választókerület,Paks,"3","3","323996.54","1491048132.2",,,,,,,,,
Ugod,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Újbarok,Fejér megye,Fejér megye 3. számú egyéni választókerület,Bicske,"3","3","219689.81","1205529615.78",,,,,,,,,
Újcsanálos,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,Tiszaújváros,"6","6","254720.86","991918862.39",,,,,,,,,
Újdombrád,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Újfehértó,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Újhartyán,Pest megye,Pest megye 10. számú egyéni választókerület,Monor,"10","10","174608.84","822113260.42",,,,,,,,,
Újiráz,Hajdú-Bihar megye,Hajdú-Bihar megye 4. számú egyéni választókerület,Berettyóújfalu,"4","4","248101.54","1787238898.67",,,,,,,,,
Újireg,Tolna megye,Tolna megye 2. számú egyéni választókerület,Dombóvár,"2","2","338191.78","1375219759.46",,,,,,,,,
Újkenéz,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Újkér,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 4. számú egyéni választókerület,Sopron,"4","4","199494.44","716220845.21",,,,,,,,,
Újkígyós,Békés megye,Békés megye 1. számú egyéni választókerület,Békéscsaba,"1","1","172584.94","714024939.51",,,,,,,,,
Újlengyel,Pest megye,Pest megye 10. számú egyéni választókerület,Monor,"10","10","174608.84","822113260.42",,,,,,,,,
Újléta,Hajdú-Bihar megye,Hajdú-Bihar megye 3. számú egyéni választókerület,Debrecen,"3","3","234223.12","904774489.06",,,,,,,,,
Újlőrincfalva,Heves megye,Heves megye 1. számú egyéni választókerület,Eger,"1","1","217370.11","1044337089.15",,,,,,,,,
Újpetre,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Újrónafő,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 5. számú egyéni választókerület,Mosonmagyaróvár,"5","5","192506.63","1106619646.19",,,,,,,,,
Újsolt,Bács-Kiskun megye,Bács-Kiskun megye 3. számú egyéni választókerület,Kalocsa,"3","3","241811.87","1478945666.42",,,,,,,,,
Újszalonta,Békés megye,Békés megye 3. számú egyéni választókerület,Gyula,"3","3","346829.19","1552084181.41",,,,,,,,,
Újszász,Jász-Nagykun-Szolnok megye,Jász-Nagykun-Szolnok megye 2. számú egyéni választókerület,Jászberény,"2","2","232654.66","1311394636.3",,,,,,,,,
Újszentiván,Csongrád megye,Csongrád megye 1. számú egyéni választókerület,Szeged,"1","1","114685.88","253027073.97",,,,,,,,,
Újszentmargita,Hajdú-Bihar megye,Hajdú-Bihar megye 6. számú egyéni választókerület,Hajdúböszörmény,"6","6","210118.42","1320118769.78",,,,,,,,,
Újszilvás,Pest megye,Pest megye 12. számú egyéni választókerület,Cegléd,"12","12","154034.17","1022178507.64",,,,,,,,,
Újtelek,Bács-Kiskun megye,Bács-Kiskun megye 3. számú egyéni választókerület,Kalocsa,"3","3","241811.87","1478945666.42",,,,,,,,,
Újtikos,Hajdú-Bihar megye,Hajdú-Bihar megye 6. számú egyéni választókerület,Hajdúböszörmény,"6","6","210118.42","1320118769.78",,,,,,,,,
Újudvar,Zala megye,Zala megye 3. számú egyéni választókerület,Nagykanizsa,"3","3","239771.43","1265849395.02",,,,,,,,,
Újvárfalva,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Ukk,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Und,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 4. számú egyéni választókerület,Sopron,"4","4","199494.44","716220845.21",,,,,,,,,
Úny,Komárom-Esztergom megye,Komárom-Esztergom megye 2. számú egyéni választókerület,Esztergom,"2","2","143042.5","706084275.66",,,,,,,,,
Uppony,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,Ózd,"3","3","257092.76","1189961968.61",,,,,,,,,
Ura,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Uraiújfalu,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Úrhida,Fejér megye,Fejér megye 2. számú egyéni választókerület,Székesfehérvár,"2","2","188213.17","882699117.23",,,,,,,,,
Úri,Pest megye,Pest megye 9. számú egyéni választókerület,Nagykáta,"9","9","186619.94","913452399.81",,,,,,,,,
Úrkút,Veszprém megye,Veszprém megye 1. számú egyéni választókerület,Veszprém,"1","1","195803.99","767050984.35",,,,,,,,,
Uszka,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Uszód,Bács-Kiskun megye,Bács-Kiskun megye 3. számú egyéni választókerület,Kalocsa,"3","3","241811.87","1478945666.42",,,,,,,,,
Uzsa,Veszprém megye,Veszprém megye 3. számú egyéni választókerület,Tapolca,"3","3","233150.16","1119123839.6",,,,,,,,,
Üllés,Csongrád megye,Csongrád megye 2. számú egyéni választókerület,Szeged,"2","2","154914.43","815557155.25",,,,,,,,,
Üllő,Pest megye,Pest megye 7. számú egyéni választókerület,Vecsés,"7","7","85232.26","230074085.78",,,,,,,,,
Üröm,Pest megye,Pest megye 3. számú egyéni választókerület,Szentendre,"3","3","93314","382661875.28",,,,,,,,,
Vác,Pest megye,Pest megye 4. számú egyéni választókerület,Vác,"4","4","203058.39","789686669.4",,,,,,,,,
Vácduka,Pest megye,Pest megye 4. számú egyéni választókerület,Vác,"4","4","203058.39","789686669.4",,,,,,,,,
Vácegres,Pest megye,Pest megye 6. számú egyéni választókerület,Gödöll?,"6","6","151799.27","437040357.1",,,,,,,,,
Váchartyán,Pest megye,Pest megye 4. számú egyéni választókerület,Vác,"4","4","203058.39","789686669.4",,,,,,,,,
Váckisújfalu,Pest megye,Pest megye 6. számú egyéni választókerület,Gödöll?,"6","6","151799.27","437040357.1",,,,,,,,,
Vácrátót,Pest megye,Pest megye 4. számú egyéni választókerület,Vác,"4","4","203058.39","789686669.4",,,,,,,,,
Vácszentlászló,Pest megye,Pest megye 9. számú egyéni választókerület,Nagykáta,"9","9","186619.94","913452399.81",,,,,,,,,
Vadna,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,Kazincbarcika,"4","4","256041.3","1154765077.9",,,,,,,,,
Vadosfa,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 3. számú egyéni választókerület,Csorna,"3","3","278671.79","1458283441.58",,,,,,,,,
Vág,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 3. számú egyéni választókerület,Csorna,"3","3","278671.79","1458283441.58",,,,,,,,,
Vágáshuta,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,Sátoraljaújhely,"5","5","356364.78","1981433741.63",,,,,,,,,
Vaja,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,Mátészalka,"5","5","250856.48","1030794528.1",,,,,,,,,
Vajdácska,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,Sátoraljaújhely,"5","5","356364.78","1981433741.63",,,,,,,,,
Vajszló,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Vajta,Fejér megye,Fejér megye 5. számú egyéni választókerület,Sárbogárd,"5","5","261753.76","1737547515.9",,,,,,,,,
Vál,Fejér megye,Fejér megye 3. számú egyéni választókerület,Bicske,"3","3","219689.81","1205529615.78",,,,,,,,,
Valkó,Pest megye,Pest megye 9. számú egyéni választókerület,Nagykáta,"9","9","186619.94","913452399.81",,,,,,,,,
Valkonya,Zala megye,Zala megye 3. számú egyéni választókerület,Nagykanizsa,"3","3","239771.43","1265849395.02",,,,,,,,,
Vállaj,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,Nyírbátor,"6","6","252712.99","1327233312.92",,,,,,,,,
Vállus,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Vámosatya,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Vámoscsalád,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vámosgyörk,Heves megye,Heves megye 3. számú egyéni választókerület,Hatvan,"3","3","300580.69","1165920670.41",,,,,,,,,
Vámosmikola,Pest megye,Pest megye 4. számú egyéni választókerület,Vác,"4","4","203058.39","789686669.4",,,,,,,,,
Vámosoroszi,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Vámospércs,Hajdú-Bihar megye,Hajdú-Bihar megye 3. számú egyéni választókerület,Debrecen,"3","3","234223.12","904774489.06",,,,,,,,,
Vámosújfalu,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,Sátoraljaújhely,"5","5","356364.78","1981433741.63",,,,,,,,,
Vámosszabadi,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 5. számú egyéni választókerület,Mosonmagyaróvár,"5","5","192506.63","1106619646.19",,,,,,,,,
Váncsod,Hajdú-Bihar megye,Hajdú-Bihar megye 4. számú egyéni választókerület,Berettyóújfalu,"4","4","248101.54","1787238898.67",,,,,,,,,
Vanyarc,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Vanyola,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Várad,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Váralja,Tolna megye,Tolna megye 2. számú egyéni választókerület,Dombóvár,"2","2","338191.78","1375219759.46",,,,,,,,,
Varászló,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Váraszó,Heves megye,Heves megye 2. számú egyéni választókerület,Gyöngyös,"2","2","294095.43","1426893333.66",,,,,,,,,
Várbalog,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 5. számú egyéni választókerület,Mosonmagyaróvár,"5","5","192506.63","1106619646.19",,,,,,,,,
Varbó,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 2. számú egyéni választókerület,Miskolc,"2","2","88339.28","247347410.58",,,,,,,,,
Varbóc,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,Ózd,"3","3","257092.76","1189961968.61",,,,,,,,,
Várda,Somogy megye,Somogy megye 3. számú egyéni választókerület,Marcali,"3","3","241544.76","1849815082.56",,,,,,,,,
Várdomb,Tolna megye,Tolna megye 1. számú egyéni választókerület,Szekszárd,"1","1","183808.64","836435692.1",,,,,,,,,
Várfölde,Zala megye,Zala megye 3. számú egyéni választókerület,Nagykanizsa,"3","3","239771.43","1265849395.02",,,,,,,,,
Varga,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Várgesztes,Komárom-Esztergom megye,Komárom-Esztergom megye 3. számú egyéni választókerület,Komárom,"3","3","253759.54","1335519263.56",,,,,,,,,
Várkesző,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Várong,Tolna megye,Tolna megye 2. számú egyéni választókerület,Dombóvár,"2","2","338191.78","1375219759.46",,,,,,,,,
Városföld,Bács-Kiskun megye,Bács-Kiskun megye 2. számú egyéni választókerület,Kecskemét,"2","2","183749.25","615605074.37",,,,,,,,,
Városlőd,Veszprém megye,Veszprém megye 1. számú egyéni választókerület,Veszprém,"1","1","195803.99","767050984.35",,,,,,,,,
Várpalota,Veszprém megye,Veszprém megye 2. számú egyéni választókerület,Balatonfüred,"2","2","217008.7","908769512.27",,,,,,,,,
Varsád,Tolna megye,Tolna megye 2. számú egyéni választókerület,Dombóvár,"2","2","338191.78","1375219759.46",,,,,,,,,
Varsány,Nógrád megye,Nógrád megye 2. számú egyéni választókerület,Balassagyarmat,"2","2","314177.45","1591479363.16",,,,,,,,,
Várvölgy,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Vasad,Pest megye,Pest megye 10. számú egyéni választókerület,Monor,"10","10","174608.84","822113260.42",,,,,,,,,
Vasalja,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Vásárosbéc,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Vásárosdombó,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Vásárosfalu,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 3. számú egyéni választókerület,Csorna,"3","3","278671.79","1458283441.58",,,,,,,,,
Vásárosmiske,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Vásárosnamény,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,Vásárosnamény,"4","4","305849.6","1461029130.12",,,,,,,,,
Vasasszonyfa,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vasboldogasszony,Zala megye,Zala megye 2. számú egyéni választókerület,Zalaegerszeg,"2","2","237580.31","1515462580",,,,,,,,,
Vasegerszeg,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vashosszúfalu,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Vaskeresztes,Vas megye,Vas megye 1. számú egyéni választókerület,Szombathely,"1","1","94712.08","228249027.58",,,,,,,,,
Vaskút,Bács-Kiskun megye,Bács-Kiskun megye 6. számú egyéni választókerület,Baja,"6","6","277807.08","1428092680.64",,,,,,,,,
Vasmegyer,Szabolcs-Szatmár-Bereg megye,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,Kisvárda,"3","3","214781.28","961349337.84",,,,,,,,,
Vaspör,Zala megye,Zala megye 1. számú egyéni választókerület,Zalaegerszeg,"1","1","193709.35","1002171752.46",,,,,,,,,
Vassurány,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vászoly,Veszprém megye,Veszprém megye 2. számú egyéni választókerület,Balatonfüred,"2","2","217008.7","908769512.27",,,,,,,,,
Vasszécseny,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Vasszentmihály,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Vasszilvágy,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vasvár,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Vaszar,Veszprém megye,Veszprém megye 4. számú egyéni választókerület,Pápa,"4","4","327462.86","1667936709.63",,,,,,,,,
Vát,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vatta,Borsod-Abaúj-Zemplén megye,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,Mez_kövesd,"7","7","232800.3","1529604398.87",,,,,,,,,
Vázsnok,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Vécs,Heves megye,Heves megye 2. számú egyéni választókerület,Gyöngyös,"2","2","294095.43","1426893333.66",,,,,,,,,
Vecsés,Pest megye,Pest megye 7. számú egyéni választókerület,Vecsés,"7","7","85232.26","230074085.78",,,,,,,,,
Végegyháza,Békés megye,Békés megye 4. számú egyéni választókerület,Orosháza,"4","4","243942.22","1650630924.98",,,,,,,,,
Vejti,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Vékény,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Vekerd,Hajdú-Bihar megye,Hajdú-Bihar megye 4. számú egyéni választókerület,Berettyóújfalu,"4","4","248101.54","1787238898.67",,,,,,,,,
Velem,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Velemér,Vas megye,Vas megye 3. számú egyéni választókerület,Körmend,"3","3","382801.59","1908928151.62",,,,,,,,,
Velence,Fejér megye,Fejér megye 3. számú egyéni választókerület,Bicske,"3","3","219689.81","1205529615.78",,,,,,,,,
Velény,Baranya megye,Baranya megye 4. számú egyéni választókerület,Szigetvár,"4","4","345095.83","2252765413.9",,,,,,,,,
Véménd,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
Vének,Gy?r-Moson-Sopron megye,Győr-Moson-Sopron megye 1. számú egyéni választókerület,Gy?r,"1","1","68903.8","145360832.28",,,,,,,,,
Vép,Vas megye,Vas megye 2. számú egyéni választókerület,Sárvár,"2","2","257181.03","1198863917.81",,,,,,,,,
Vereb,Fejér megye,Fejér megye 3. számú egyéni választókerület,Bicske,"3","3","219689.81","1205529615.78",,,,,,,,,
Veresegyház,Pest megye,Pest megye 5. számú egyéni választókerület,Dunakeszi,"5","5","88157.37","160164457.87",,,,,,,,,
Verőce,Pest megye,Pest megye 4. számú egyéni választókerület,Vác,"4","4","203058.39","789686669.4",,,,,,,,,
Verpelét,Heves megye,Heves megye 2. számú egyéni választókerület,Gyöngyös,"2","2","294095.43","1426893333.66",,,,,,,,,
Verseg,Pest megye,Pest megye 6. számú egyéni választókerület,Gödöll?,"6","6","151799.27","437040357.1",,,,,,,,,
Versend,Baranya megye,Baranya megye 3. számú egyéni választókerület,Mohács,"3","3","373572.03","1725421545.77",,,,,,,,,
